Gene,Condition,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
Gene_291,Target,7.999654436,7.552109462,8.745884979,7.620484014,7.322623762,7.840445369,6.864288436,7.732306088,9.005172078,6.791911387,6.034467065,5.024837182,4.252106621,6.133690295,5.459163784,4.683189631,6.761591854,3.143418142,4.937144634,4.791574892
Gene_292,Target,4.869165365,5.121222119,6.861736345,2.924502954,6.037200745,4.2396593,5.942171681,4.552591181,5.861708158,4.778075397,7.389548252,6.771772191,7.002395628,7.637115377,7.95965073,8.514331649,7.923749749,9.232420978,6.760133335,8.554875336
Gene_293,Target,7.916666822,7.510265149,6.870962865,6.494630112,5.590389075,5.456341297,7.698620225,6.681873929,5.485705272,7.515379386,5.789606797,2.848996825,6.838218786,6.235085498,3.733740368,4.195778982,5.208349483,5.364411957,3.809466787,4.362895019
Gene_294,Target,8.083739539,5.937498172,6.390537987,4.206575166,4.692367277,3.648622158,5.362437282,4.949751023,7.311819446,4.681836669,8.010704375,7.058814211,8.230341911,7.216149049,6.961550678,7.895805251,7.096697389,7.13751082,8.509764085,9.088879967
Gene_295,Target,7.868983502,6.994826748,7.09104054,6.242454327,7.295147004,7.998704584,6.028108742,7.999246299,6.350303218,7.430202611,3.61155806,5.171146054,6.310701468,4.921753513,3.417236532,6.63136644,4.178079181,4.019496651,4.384495583,4.004435597
Gene_296,Target,5.197233804,5.333169281,4.638895616,5.822325056,5.445793583,3.720859054,5.659617731,3.701003575,4.916220668,4.726525523,7.201136722,9.126198042,8.025803208,8.518567097,7.954804723,7.115694568,8.581194817,7.203146577,8.849550949,10.41707061
Gene_297,Target,7.34317031,7.67474749,7.437213652,8.250950034,5.750817551,6.043413177,7.073919834,6.940265455,5.849132294,5.246202735,4.528367508,6.645175378,7.24416363,5.835205346,3.379672766,5.749614934,4.459816384,5.128002504,5.677509853,6.659932783
Gene_298,Target,5.134384603,4.296578732,5.764942459,5.819763821,5.903843672,6.143791085,5.288753602,4.056736157,5.133218261,3.237863041,9.150804639,8.505667227,8.702695839,8.161088257,5.608776011,7.390313387,8.944323571,7.72630564,8.837035826,7.062376011
Gene_299,Target,7.258120819,6.451973288,6.350844637,6.814164456,8.714761218,7.17221516,7.222438461,8.59184109,6.712305094,7.517725255,4.276909148,5.848355575,3.653018792,4.944173934,6.127717979,6.338439523,4.913528728,2.610256363,6.645248874,4.377458296
Gene_300,Target,5.71817715,3.303357158,4.553846024,6.631060732,5.342936199,5.343554316,5.89798425,3.635266367,5.031776873,5.474874629,9.132839578,7.190601222,8.234239932,8.666254011,11.71572073,9.589867838,5.629413366,8.017227413,8.191082074,8.818162218
Gene_301,Target,6.300771894,7.99645153,6.307254646,6.896516953,7.603866064,6.391955017,7.084866121,8.577990199,6.536346256,5.841472994,5.723685641,4.215459339,4.731599974,5.507799266,5.461331004,6.179449586,4.320603667,4.68138843,4.341980706,4.83738402
Gene_302,Target,6.98934912,4.938948059,4.972190016,5.511525893,3.783246617,5.953601027,4.941635955,4.295053828,5.374315822,4.816832683,7.84838523,7.885125361,9.547205214,7.447090135,8.954259677,8.164420107,7.722274589,7.355580381,7.63289399,7.724086676
Gene_303,Target,8.090621504,6.218627079,8.643323734,6.829214774,6.34635809,6.292090469,7.188105486,8.748034797,6.775739161,6.904284452,5.205072405,5.063411698,4.258335569,5.988291199,3.769475767,4.019919638,4.584568667,4.72155906,6.054099348,4.376941048
Gene_304,Target,4.821808178,4.667614295,6.603883831,6.448821461,3.94160035,5.436514338,3.702798526,4.17092657,4.418388758,4.152698191,8.228593292,7.686814334,8.306202128,9.229637557,9.171102925,5.928711355,7.74558829,8.47639654,9.164835912,7.429484556
Gene_305,Target,7.127827929,8.63205863,7.19899387,8.875903068,4.783244865,9.033877802,4.625013858,8.13308271,8.063223161,6.620092717,4.668999406,5.355548082,5.169888599,5.239238594,6.314006562,5.229274977,2.935744629,5.41627419,4.677269397,5.842913529
Gene_306,Target,4.125061451,4.749429786,3.462116278,3.516466188,3.255261873,5.024235678,2.25838612,6.254508693,4.349378802,5.014669756,9.198101549,8.301219057,8.421688779,7.363389797,6.705741607,8.641573252,7.79699422,7.999961516,7.175405358,7.4432906
Gene_307,Target,4.708572497,5.347630223,5.428749298,6.819694875,5.933600335,7.389090532,7.035233599,6.501545485,5.394568286,6.329067597,5.8927259,5.476799443,4.688132563,2.755641132,4.513799268,2.075708868,6.773842682,5.033712439,6.261065952,4.826039109
Gene_308,Target,7.075549176,4.101358164,5.837990322,4.989056368,5.727129908,3.674768734,7.238163227,5.302436274,4.503287024,3.81377499,6.474658365,6.183662904,6.282460075,8.03971205,9.121556469,8.353915661,6.067905028,8.085753225,9.500067949,9.014687928
Gene_309,Target,8.843909329,7.419582462,3.710624151,7.642383067,7.21309364,5.281711236,6.868547765,6.328120529,6.556535106,7.471270768,4.408136113,4.348084113,3.543236147,5.1722846,5.550965516,5.571722041,6.189179348,2.634666185,5.033224041,3.665702319
Gene_310,Target,5.608785793,5.080024885,3.931271978,4.622446336,6.402880675,4.458558054,3.275078752,6.089194838,6.169763605,4.39284327,9.654122855,7.833919434,6.725981009,7.693959142,8.254340425,8.562471103,8.385138527,9.236179155,8.230932005,8.516775158
Gene_311,Target,8.025579138,6.833686421,6.208432921,6.71784772,5.666634094,7.049697013,7.503797532,5.952872165,6.130529496,5.891581299,4.959554042,6.416574776,4.367306129,4.371441806,4.974673839,4.024523664,6.01497226,4.698092693,6.131054367,5.639451578
Gene_312,Target,5.794958785,3.520862545,3.319319281,5.058975475,4.64169598,4.660750146,4.897802087,6.600584139,4.538196965,4.38237646,9.627339035,8.223655477,8.242420208,6.704967299,8.749241652,9.168655387,8.714293427,6.85043261,9.450374751,7.702216725
Gene_313,Target,8.836611144,7.46474043,7.41627925,9.007674017,8.208334332,7.460690015,6.21393644,7.901634041,7.768715582,6.486842018,4.780839346,4.724856549,3.356228493,5.67826625,3.511390509,5.345458005,3.453452504,5.956413629,5.822378751,6.872458175
Gene_314,Target,3.814171114,5.954899797,4.784575142,5.215958394,4.585835667,5.415046269,3.888655176,4.097868888,5.820606954,2.113850875,7.727226935,7.555969493,8.74651111,8.430621325,6.645742154,9.482880359,9.055728244,9.437735151,7.027100187,9.904617693
Gene_315,Target,8.205621996,8.156797604,5.789826816,6.931970768,7.188278619,5.63149203,6.798529538,7.777501247,7.314903238,7.241264776,6.446805935,4.245375547,5.793090378,6.06762924,3.692879328,3.009312155,5.960574805,4.749284087,7.395201325,5.318634364
Gene_316,Target,4.972464967,3.269081961,4.190602554,3.621300134,7.848744033,3.72036972,5.621393095,6.341494242,4.676188278,5.144383471,6.918147216,7.994022658,7.638994316,7.246655462,8.596977086,7.167260629,6.454975324,8.822990237,8.201997905,6.377151713
Gene_317,Target,6.296177122,7.8512461,6.002487698,7.774894795,6.672525403,5.582042959,7.470800362,4.511096386,6.353160148,6.914015799,5.25092191,5.25700368,5.114574862,6.384960259,6.714630816,6.831944921,3.688687136,4.193538699,3.741318155,4.581554329
Gene_318,Target,5.305340581,5.187061797,4.768807591,4.844698573,4.58191626,4.139350391,4.266352932,4.170948709,4.492788922,3.605459006,9.232875868,9.95111699,6.691115643,9.255520935,8.113244144,8.026754546,8.058456965,8.45715365,8.102713655,7.139083134
Gene_319,Target,7.138099933,7.874539627,6.76409046,5.775579345,5.348697314,7.622705635,6.936078696,6.406756887,7.225603364,6.304006997,4.917631412,5.285876083,2.961107026,4.015679472,3.678363222,3.762690143,6.552502072,6.18360405,5.764335523,4.629216656
Gene_320,Target,6.184528613,3.778856119,3.004025953,1.972954281,5.227313544,5.036470609,4.209908533,5.4891585,5.0423673,4.697441448,9.274221623,9.439948771,9.042425368,8.596590681,6.998534648,7.751673484,7.955594427,8.149585783,9.117913382,6.580529488
Gene_321,Target,5.644380935,6.93995404,5.529092408,8.116705964,6.83185339,4.307198751,6.761520909,7.211411133,6.228749402,5.734190343,5.013026189,6.223885486,4.520537778,6.110308989,6.401203552,3.735937373,5.865613152,4.892019435,5.245761903,6.755196257
Gene_322,Target,5.980495075,4.517542875,3.499168265,5.36311391,5.527572662,6.213574413,6.429398333,5.215458853,5.167552998,5.440723941,9.083446263,8.167405047,7.610947403,6.945818269,8.013639233,7.984722998,8.000418724,7.605837028,7.408997516,8.925972691
Gene_323,Target,6.85652964,8.558537404,6.217055683,5.156052727,6.840027427,7.911943974,6.846519928,5.421138309,6.417329599,6.960961395,6.304306487,6.123302438,5.811116123,5.471382118,4.186399639,5.811152212,6.218401086,5.742200101,6.176543122,5.3041073
Gene_324,Target,6.018551445,6.403568578,4.031716399,6.519131921,5.7648683,5.70537176,5.07354777,4.044987474,3.749910195,5.302697042,7.855664363,9.065029772,7.983679464,7.628913498,9.511371115,7.734657267,7.325539889,8.671559278,9.503220164,7.023126385
Gene_325,Target,6.726783045,6.65466642,7.032794769,7.331178339,7.730068625,8.047064935,6.27035783,6.986039661,7.787606044,6.405522517,5.456318829,6.744184094,3.657489319,5.724209167,4.927773207,3.998816624,5.263312888,4.950532636,3.976236845,5.019875784
Gene_326,Target,5.584447831,4.802472176,6.797493547,6.56281343,4.248737535,6.378410827,6.261468477,4.35259297,6.56889018,6.665757904,8.626183108,8.892124362,6.987384904,9.864118138,7.406336809,7.639441381,8.511570775,8.103141818,9.683084082,7.265133294
Gene_327,Target,6.462243012,7.263265192,7.563587078,9.928900738,5.699973319,8.116748688,7.889579275,8.102733863,5.730953839,7.363893209,4.504209706,3.246853433,4.097784547,3.956017235,6.637714802,4.292263151,5.897975811,5.605925178,4.205283652,5.538171974
Gene_328,Target,5.556373474,3.847470581,5.725120655,4.994560492,4.760570061,4.114678473,4.825938957,3.915148444,4.976010524,4.867246632,7.754710053,9.113700605,7.380892218,7.867675197,8.863847976,9.320974999,7.895761245,8.065253675,9.099134416,8.319835561
Gene_329,Target,7.331826954,6.73996171,7.099819254,7.007240717,7.576012131,6.854678749,6.692811162,6.925020326,6.540780099,8.548106149,3.940196027,6.212604682,4.98955421,2.979442942,4.455123901,6.155981675,3.707080224,5.132514462,3.772027779,5.081047106
Gene_330,Target,6.023721361,4.794761981,5.956998419,5.728954795,6.20944427,6.33268463,6.000410457,5.390476535,5.062288186,5.137638812,8.363314588,7.099523814,7.40570235,7.501968181,7.475821202,7.718470218,7.944497431,7.205201314,5.765675002,10.01752322
Gene_331,Target,6.183526598,8.022061172,6.382352325,7.499715646,6.863152521,7.601374805,5.151037626,7.237677215,6.850690604,8.387334589,4.668678796,4.61193933,3.161047076,5.164234131,5.618905974,4.765406296,4.416688089,5.360332077,3.803657257,5.31472439
Gene_332,Target,6.012387395,4.835592995,4.611708476,4.650853061,5.485923668,3.727051496,4.157648753,3.506782362,4.733077092,4.962197872,8.086093967,7.832086216,6.170729109,6.722956264,7.704080163,8.27580605,8.187964744,6.951285179,9.021677501,8.0453631
Gene_333,Target,6.650770439,7.268663524,7.852789539,7.602054965,6.604044638,5.818930977,7.862933971,5.954854728,6.31355215,8.145410614,4.472838961,4.744215458,5.473075499,6.335169813,4.015855925,5.743183126,4.971354939,6.42108869,5.96059892,4.953588394
Gene_334,Target,4.245259758,3.70171057,3.990051993,4.557744643,3.79243394,4.856551675,4.464257904,6.978065612,6.09974634,5.508279506,7.441507644,10.01685395,7.721325163,7.96313628,6.069774622,9.094566256,7.945228193,6.984473701,7.992271335,9.077272893
Gene_335,Target,7.081660672,7.303400263,8.059793481,6.083072354,6.750717922,7.690309081,5.60486865,8.197260966,5.922131816,7.268725724,5.17730405,4.40570373,5.216361276,4.807760639,5.893944507,3.654755433,6.297691839,4.747171133,4.258218994,3.937050757
Gene_336,Target,6.079915639,3.461424328,5.137965178,4.403830315,4.231486802,4.839251401,5.058780686,4.630974608,4.252325243,5.729049301,8.66111861,9.648819361,7.01125359,6.99187548,7.184794251,6.852635277,9.984131937,5.490457105,6.588195655,7.240666031
Gene_337,Target,6.760365837,6.852054989,8.014811485,8.280792694,5.95845893,7.22509646,5.31199599,7.891520581,6.125712834,7.444844019,4.005036137,5.016892882,4.992575419,3.927231361,5.379612705,8.275908299,5.020357301,4.583780596,4.484813172,4.639498529
Gene_338,Target,5.168806738,4.128247919,6.521637744,5.602384353,5.923412639,6.383657601,3.910653833,4.063077691,5.32852806,4.520105972,8.511160572,7.930239191,8.705940085,6.39292842,8.702752335,6.154467614,7.981667636,8.470499874,7.205143426,9.5006999
Gene_339,Target,7.218127442,5.3902414,8.561941181,7.310591488,6.723834298,7.724999709,5.749784572,7.001670624,7.283132471,4.078703985,4.589911214,4.309380504,5.355527268,6.113193355,5.147656117,4.197833499,4.92321155,3.989771767,3.991497244,2.496593491
Gene_340,Target,4.739032892,5.587795064,5.271445585,3.951418512,4.531552623,6.13069225,5.739336966,5.539497982,4.678835877,4.947298447,6.885751949,8.038919996,8.404575344,8.054811194,8.214650212,5.595351154,8.286457005,7.672730821,6.738478867,7.69856414
Gene_341,Target,7.189950552,6.044563983,7.021324204,5.821165827,5.918324703,8.814146099,7.774055477,5.420675025,6.762351092,7.131156276,4.692533543,6.095208942,7.258791556,4.420984394,5.844733114,6.118291595,5.406152076,5.470348996,6.226180457,5.120933746
Gene_342,Target,3.021735671,5.447248575,3.712234274,4.387828253,4.760481726,2.8778879,4.816404961,5.887106977,4.377192711,3.513508572,7.698068232,7.426534696,8.310873622,7.378439296,7.298736658,8.35769096,8.495845058,9.145005007,9.065391995,7.344426625
Gene_343,Target,7.905595902,5.675261529,7.160043408,5.012738027,7.404704323,5.926571326,6.926185233,7.274033057,5.500129941,7.897805221,6.096487382,5.277361277,3.764824509,3.515323165,3.496473517,4.553677497,4.893258418,5.353123765,5.795710991,4.481518123
Gene_344,Target,6.101091468,4.630231914,3.499243212,5.713489788,5.556979381,5.117951165,5.491199098,6.430103314,4.669888774,6.010001412,7.449142678,9.384816511,7.834402504,7.767195657,8.6202384,8.607284523,9.441064917,8.469982917,9.0078265,8.684011802
Gene_345,Target,6.520025685,8.267288539,6.031771489,8.021364774,6.104833004,7.978938635,6.888003749,7.035095271,8.931438627,6.239782857,6.047450593,4.320842821,5.024934325,4.876636281,6.94140226,6.272194628,5.075376901,5.134274228,5.081714884,3.621684662
Gene_346,Target,3.315929118,4.812853672,4.794721965,4.273514593,4.107682556,4.947338969,6.783782,4.64899293,6.12733501,4.753610888,8.309517412,10.17387837,8.294941665,7.351601382,6.293470378,7.486911808,8.997867271,7.534593905,8.815356545,7.759596345
Gene_347,Target,5.597548676,5.103903549,5.98976447,7.007415354,6.503234313,6.212736265,7.089640627,5.907195556,7.968542779,6.402125477,4.82585165,4.096378708,5.547558011,5.374791849,4.555063636,3.030652016,5.159958658,5.425828084,5.490956026,6.049480226
Gene_348,Target,4.180202567,4.261618529,3.720849316,5.857547675,4.540418907,4.202257211,4.953845766,4.809024251,4.364664127,6.966444901,7.259491794,9.141400047,8.600030539,9.816364258,8.109872279,8.009028067,7.383811643,6.798193,7.698356955,7.406871239
Gene_349,Target,6.484006708,7.372835783,6.55283,3.586211995,6.791002122,7.188237619,6.929328277,7.20101115,6.549654929,7.952372185,4.661060265,4.541256532,5.924742516,6.192786558,4.581092175,4.873361119,4.289838645,5.129867724,6.743492074,5.876237102
Gene_350,Target,5.645640766,5.466623055,4.788392554,3.334022118,5.749030435,5.144885261,4.481216829,6.311281608,5.845613579,6.209960511,8.747428021,7.237867445,7.745045549,6.089554378,7.798791854,6.222044216,8.112229382,8.154354423,7.381712759,7.976753484
Gene_351,Target,5.381963297,7.379181152,8.902250481,7.601874267,8.7323497,6.853130447,6.727131759,8.147489612,7.50539967,7.801037475,4.864738708,4.952369675,5.25010268,5.043554365,5.791445649,4.632051818,4.079814563,6.479585537,4.262143795,5.288344273
Gene_352,Target,3.13919015,4.356298076,7.421380114,5.091472416,5.816441113,5.543143182,3.580292819,5.859360465,3.978307934,5.712890392,6.79438575,7.968440796,8.530265025,7.673915169,7.855274651,8.572953053,8.720223826,9.517888125,10.82471876,7.88726157
Gene_353,Target,8.32946118,7.692659115,7.06994386,6.947162156,6.00339841,7.991033942,8.037041356,6.498046412,5.798748778,7.030288352,6.117063379,6.74067851,4.443468459,4.87981817,6.71323258,4.597038753,3.989721963,5.348797683,7.377727817,4.24783669
Gene_354,Target,4.526914349,4.896112489,5.059077996,4.611150141,5.478360105,4.34391019,4.865348528,5.675957696,5.131910037,5.689808756,6.609355906,7.169766716,7.845198069,6.425537334,8.190549122,8.921528665,7.868740478,6.359603423,7.752082699,6.699908392
Gene_355,Target,6.734664243,5.59920797,4.957296915,7.851778688,7.259731151,5.835792289,5.587940632,5.771696802,6.463135762,8.201405316,5.379541747,4.042597642,5.977791416,3.608714962,6.677406053,4.749517981,6.432383825,3.983216376,4.969569718,4.489604362
Gene_356,Target,5.340871956,4.029665335,3.775207633,4.050299886,6.765888155,5.240160911,6.02857671,4.237738512,4.888639614,4.907917427,7.724326155,7.861311408,8.295846383,7.207589982,8.770283964,9.795203211,7.939550911,8.519887437,8.210473331,7.963160336
Gene_357,Target,7.447906058,6.942655773,6.130565389,6.911089848,8.216967449,7.569933207,7.395379891,6.886156547,7.552905906,4.970439934,4.931305302,3.502328159,4.594544305,3.599708647,6.267508154,4.31128814,4.5113477,6.235309407,5.813250245,4.657431643
Gene_358,Target,2.980166614,5.837010191,4.626652126,4.294086317,4.460750335,3.880515516,3.581111167,3.987747351,6.083138534,3.954699726,7.676135266,8.524438186,8.44565789,6.050990302,9.461723877,8.17794068,8.99969592,7.062707753,7.55176996,7.731066078
Gene_359,Target,7.652135057,5.778910377,6.520822087,7.625164879,8.094204496,6.094721338,8.412113953,6.867391218,6.807550425,7.673253054,5.876163568,4.241653503,5.864579772,4.051036601,5.838568411,4.469584465,4.213091451,6.059018799,5.470278062,3.782025144
